Country,Year,Tempurate_Change,Coastal_or_Landlocked,CO2 emission (Tons),Rural population,Urban population,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use
Lebanon,1994,1.048,Coastal,225055324.0,461327.0,2513313.0,0.2318,0.0484,8.7145,246.40727646443952,0.0,33.0,402.119,-6.5866,19.5178,388.6906,348.0558,178.7884,67.63136607385836,974.6125,232.6111150114557,0.1779,419.455,21.9966,172.8815,30.5776,0.0,0.0,645.375
Liberia,1994,0.533,Coastal,33423492.0,1026962.0,985923.0,28.9707,143.529,6.7859,14.8176,90.4156,12.232870648918505,11.5872,-377.9245,13660.148,,0.0423,506.0281703649104,212.0336516148264,72.9623,294.06702220191835,2459.188725526227,12.7515,12.8151,61.6652,23.471,0.0,143.2604,2.8918
Libya,1994,0.47,Coastal,799042621.0,1168116.0,3686887.0,0.5397,0.0,17.6341,248.06149701135485,0.0,89.0,989.6221,0.0,0.0,1891.2642,180.1955,1235.7978,81.05013853404094,554.6007,331.11495409481483,188.6538,4014.4088,21.5507,624.9174,58.4655,0.0,0.0,
Liechtenstein,1994,1.925,Landlocked,1028383.0,25335.0,5030.0,0.0,0.0,,9271.867045693209,0.0,11.481084565896976,0.0046,10.7375,11.8279,0.0122,0.0959,17.00466278502689,67.63136607385836,7.4846,451.19629118273247,1713.445483132621,7.8745,,2294.30791696942,,0.058149492894556,,1.6815
Lithuania,1994,0.947,Coastal,1195763525.0,1191632.0,2457502.0,0.2768,0.4803,158.9196,705.8202812638416,10028.7844,14.0,219.353,-4264.8833,0.0,393.5865,179.2436,63.829,207.4812,199.9825,440.3442,121.46,1897.4702,405.1064,279.8303,1030.853,0.0,0.0,558.9116
Malawi,1994,0.27,Landlocked,22982832.0,8532528.0,1264448.0,281.4975,410.4235,86.7734,53.0513,838.0748,2.0,51.5311,0.0,7068.6,8.8042,43.5854,11.4288,67.63136607385836,381.1749,209.58772835754152,0.0811,130.205,33.581,425.7973,74.7388,0.0,305.1005,28.1266
Malaysia,1994,0.42,Coastal,1139846369.0,9113723.0,10873171.0,9.3378,299.182,154.5194,3499.8838,20619.6299,1513.0,2146.2535,36389.6148,42354.9935,3763.6605,142.3789,82.2162,1168.762676691132,6026.7464,1921.7114474486616,85.4317,7942.7745,252.6707,383.5014,939.1076,9251.0577,288.2142,1040.1112
Maldives,1994,0.409,Coastal,1747728.0,184868.0,63565.0,0.0,0.0,0.0007,999.9263249921964,0.0,1.0,12.5399,0.0,0.0,1.1687,1.5224,1.8686,172.1797793227163,52.7035,451.19629118273247,1502.4379476823492,1.0598,,2294.30791696942,,0.0,0.0,24.6375
Mali,1994,0.206,Landlocked,11216341.0,7008606.0,2344779.0,4086.7353,2201.585,200.847,556.6459,0.0,2.0,38.9716,-499.5833,499.5833,12.955,77.2502,17.00466278502689,67.63136607385836,796.9508,242.33271466301449,356.4910168671663,55.2273,74.7905,3254.5804,310.8849,0.0,251.5277,7.0463
Malta,1994,1.421,Coastal,42393874.0,34552.0,342454.0,0.0,0.0,0.8285,246.40727646443952,0.0,13.0,44.8603,-0.1228,0.0,82.1072,18.4041,0.8397,67.63136607385836,129.51,209.58772835754152,1186.92864182882,44.374,12.4766,6.1131,60.1604,0.0,0.0,18.3035
Martinique,1994,0.565,Landlocked,31573339.0,43877.0,322371.0,0.0,0.0,,764.8928096232963,0.0,12.328280513854102,70.5693,-59.4,0.0,,51.933673003391526,492.7371464768823,209.11661913222423,66.91570996841124,468.9198287651613,2005.7921290780253,,4.0853,17.933,5.9326,0.0,0.0,9.3302
Mauritius,1994,0.466,Coastal,26692240.0,630521.0,483616.0,0.0136,0.0551,0.2399,0.0,0.0,19.0,63.3746,-22.9373,0.0,31.5974,5.33,10.9859,67.63136607385836,219.8399,209.58772835754152,5229.698902506908,170.6702,4.556,38.9222,8.3207,0.0,0.0,3.5099
Mayotte,1994,0.621,Landlocked,408933.0,70207.0,47255.0,0.0,0.0205,,2433.6219749472543,0.0,11.481084565896976,4.6706,-2.2774,66.3848,0.3756,37.83863072271242,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,,,2148.251692850715,,0.0,0.0205,4.2256
Mexico,1994,0.711,Coastal,8677635060.0,24948375.0,67400772.0,780.139,2366.4117,1549.8948,282.2115,0.0,498.0,11048.3781,-3.3311,22314.8361,18663.1751,3114.249,3961.4042,3623.0058,41154.9359,4465.0483,17.8427,38380.8587,2265.4103,16737.1971,3481.855,0.0,1076.8102,5497.226
Mongolia,1994,1.329,Landlocked,202328959.0,984014.0,1296482.0,488.5327,153.9952,30.0814,309.9402770166487,22218.8176,7.0,81.6909,-64.002,1281.8377,198.8116,232.1879,135.5381,69.90189747754022,1705.743,471.2375553301112,398.7056220138012,52.5821,499.3187,2403.0174,890.3065,0.0,0.0,405.4889
Montserrat,1994,0.493,Landlocked,608224.0,9377.0,1340.0,0.0094,0.016,,4044.15491422451,0.0,12.232870648918505,1.4058,0.0093,22.5058,,37.83863072271242,548.4029167056395,1073.2412364429035,65.0723473790681,1727.6031137058649,2005.7921290780253,,,2148.251692850715,,0.0,0.016,0.5807
Morocco,1994,1.019,Coastal,504668445.0,12988250.0,13678798.0,2.506,1.6759,703.8318,83.888,0.0,342.0,964.921,-4931.4487,37.1349,3090.2073,525.7342,455.0192,130.3042,4237.6322,403.0156,217.8449,2943.5192,126.8034,2965.7519,280.7736,0.0,0.0,702.6235
Myanmar,1994,0.494,Coastal,219443460.0,31629947.0,11082276.0,772.4356,11619.0032,1354.6536,25164.9975,14182.3508,5.0,191.4201,-128.4116,122219.8567,189.0778,133.1555,127.1064601844696,1.3596,6377.6454,464.294843518709,42.1033,551.7922,1066.6229,2621.3329,3571.1367,3521.6122,8943.8024,479.8275
Namibia,1994,0.315,Coastal,5166240.0,1135698.0,471020.0,3716.3582,9.8418,10.329,246.40727646443952,2.3704,1.0,86.417,0.0,10557.7953,,0.324,1002.7072517651696,277.2794152710144,129.6172,294.06702220191835,5038.414133637021,17.3458,22.1208,1176.213,96.6305,0.0,0.0,312.2407
Nepal,1994,0.158,Landlocked,18246819.0,18690145.0,2176985.0,26.7509,765.1546,414.0922,4012.4264,2237.257,0.0,49.4625,-4304.1045,0.0,19.2451,119.6101,1.0039,131.16982948620495,2603.5062,536.9111804681708,356.4910168671663,185.6669,374.1176,1635.2496,966.7062,0.0,721.2577,151.245
New Caledonia,1994,0.228,Landlocked,63086342.0,74234.0,112030.0,2.0596,1.8536,0.0676,246.40727646443952,0.0,0.0,36.7003,-207.8877,0.0,3.7765,3.6259,17.00466278502689,42.1737,10.4437,308.17396703404506,1.2485,,3.8301,63.1794,25.0985,0.0,1.8536,9.3579
New Zealand,1994,-0.077,Coastal,988662766.0,528862.0,3094417.0,0.5935,1.5707,50.7672,558.22502907781,2434.4832,76.0,1065.0178,-28066.3639,1012.7981,178.2962,128.355,83.5562,182.3359,1088.8467,713.3331,102.0728,2905.0201,307.7846,11030.1772,2938.0518,0.0,0.0,1359.8843
Nicaragua,1994,0.707,Coastal,63757567.0,2071243.0,2449482.0,94.4084,124.2433,40.1736,45.5669,48.1347,3.0,112.2514,-38.3198,19489.9865,98.5535,72.0921,46.0123,67.63136607385836,1715.095,209.58772835754152,356.4910168671663,156.0132,94.7684,1327.732,159.1035,0.0,121.8219,40.9887
Niger,1994,0.205,Landlocked,16087395.0,7715732.0,1436031.0,185.2368,148.9212,231.5188,76.832,0.0,3.0,23.3265,-32.19,5702.8536,18.1581,63.5651,4.1865,67.63136607385836,1269.2438,209.58772835754152,356.4910168671663,36.9268,75.3961,3216.4985,379.7239,0.0,0.0,
Nigeria,1994,0.424,Coastal,1465446580.0,71967158.0,33388625.0,3781.846,2590.1618,1504.8129,5254.1642,0.0,153.22723185677236,1453.4601,0.0,45992.6758,211.3574,239.7441,169.2109133544001,9.0796,25792.2874,1281.2328599766206,46.5583,2282.2193,578.9359,10155.2834,1471.7431,0.0,1884.8127,14.0633
Niue,1994,,Landlocked,109920.0,1517.0,688.0,0.0,0.0,,2005.8628211661205,0.0,11.481084565896976,0.3889,-0.069,2.3173,0.1335,0.1955,17.00466278502689,67.63136607385836,65.0723473790681,209.58772835754152,860.0921649175077,0.0,0.0951,0.0684,0.848,0.0,0.0,0.0655
Norway,1994,0.065,Coastal,1500139609.0,1152547.0,3189068.0,0.6806,0.7688,69.9056,294.33294049072515,5096.4285,3.0,1139.7978,-16199.3957,0.0,16.3526,122.147,5.8417,108.8712,342.6521,556.443,1926.616664293283,14629.5768,283.0787,380.7942,656.2378,0.0,0.0,1979.0959
Oman,1994,0.126,Coastal,193735943.0,608254.0,1540174.0,0.0008,0.0,1.4163,246.40727646443952,0.0,1.0,238.3241,0.0,0.0,403.6926,149.8013,60.3779,21.6982,253.0516,0.0235,639.8214,629.7921,5.0007,234.7411,27.2605,0.0,0.0,
Pakistan,1994,0.162,Coastal,1290438169.0,81944046.0,37825510.0,14.3657,2.9674,1634.9957,8328.432,0.0,149.0,2218.3849,0.0,8046.7602,1355.1185,826.2214,2384.9992,609.8122,22707.7212,5238.024793523706,1228.1157,8333.8199,2182.8585,11368.4145,5233.6186,0.0,0.0,1096.0966
Panama,1994,0.456,Coastal,100443838.0,1146122.0,1538061.0,21.4722,14.2831,25.5895,38.2866,680.4521,62.0,189.2196,-677.0775,5821.6213,186.1145,42.0626,6.0587,67.63136607385836,1645.5484,242.33271466301449,1.278,286.0078,65.6241,622.3759,91.6301,0.0,13.1514,74.0455
Papua New Guinea,1994,0.356,Coastal,49610560.0,4090243.0,680363.0,137.2529,794.7308,0.369,2.3943,17636.0034,7.0,60.2439,0.0,4137.0502,12.5867,5.004,41.3883,67.63136607385836,211.0701,209.58772835754152,8049.484095149579,46.5582,57.428,52.7428,569.3308,0.0,725.3195,253.2245
Paraguay,1994,0.865,Landlocked,45644347.0,2256416.0,2394809.0,1573.8147,880.8791,178.7909,71.0853,0.0,122.0,304.4775,-333.7277,42365.8074,111.3125,0.4432,0.0479,67.63136607385836,1484.1228,218.0482082343332,356.4910168671663,414.3511,281.5838,3782.6533,556.0808,0.0,478.6893,
Peru,1994,0.511,Coastal,912237677.0,6962706.0,16656650.000000002,38.9285,153.3473,167.4397,1576.9417,36.2019,137.89099061604657,905.6222,-23449.3055,83135.0989,533.968,88.0653,166.4768,42.2348,8068.8586,314.5351633242867,0.0739,1970.5651,419.5845,3370.3424,683.9649,0.0,120.655,1760.1919
Philippines,1994,0.501,Coastal,1097778032.0,36407381.0,31828849.0,41.5139,65.3369,1013.1163,34206.8758,0.0,237.0,1762.458,-19712.1471,22116.248,1658.3828,2544.7742,565.7197,397.0031,9161.5118,2665.6684,68.9948,10212.144,683.6697,1783.6559,2745.7147,0.0,41.0366,901.1702
Portugal,1994,0.684,Coastal,1131593887.0,5006350.0,5097093.0,50.98,71.0949,107.1179,339.4077,270.4138,124.0,1108.2238,-1886.885,3028.6923,1874.9896,673.7022,173.5182,592.0049,2007.2078,1441.5967,178.5937,6604.0368,530.559,590.4616,1753.1191,0.0,0.0,1520.7111
Puerto Rico,1994,0.71,Coastal,208848.0,234880.0,3422532.0,0.0683,0.2661,0.03,0.0,128.0648,133.61681814800676,1830.0867652374009,-1247.6938,0.0,969.4522,855.1196,27.2841,108.34867409915678,1006.5134,320.83489853923646,10753.102392492678,,51.9207,188.5186,50.0867,0.0,0.2661,
Qatar,1994,0.666,Coastal,398351652.0,27311.0,479784.0,0.0,0.0,0.2444,246.40727646443952,0.0,0.0,183.1933,0.0,0.0,217.92,86.5668,330.294,71.1105,360.1302,231.1491114014541,313.1353,2293.497,2.4128,53.4884,8.9394,0.0,0.0,363.3936
Romania,1994,1.72,Coastal,6105277710.0,10651531.0,12464644.0,6.7654,11.3361,1062.6595,36.3619,536.7635,729.0,864.4398,0.0,110.0,1684.9543,880.0925,1470.8734,1486.037,3066.7793,4050.2818,2271.8675,11972.4145,1807.6349,1486.161,3281.6049,0.0,0.0,1695.1024
Rwanda,1994,,Landlocked,11144324.0,5495250.0,509845.0,18.1064,3.8033,16.0189,3.332,1722.6662,7.0,36.9813,-568.0565,1321.7765,7.4386,0.0792,9.3435,67.63136607385836,2525.4238,242.33271466301449,8170.39117144567,21.103,22.1928,341.5368,46.2828,0.0,0.0,50.5204
Saint Pierre and Miquelon,1994,-0.297,Landlocked,2070160.0,699.0,5608.0,0.0,0.0,,2649.187067669515,0.0,12.232870648918505,2.4823,0.0,1.4311,,37.83863072271242,548.4029167056395,1073.2412364429035,65.0723473790681,1727.6031137058649,2005.7921290780253,,,2148.251692850715,,0.0,0.0,1.843
Samoa,1994,0.262,Coastal,2114128.0,132606.0,36182.0,0.0,0.6931,,1011.444080910068,0.0,1.0,7.4685,2.5125,104.8736,2.4984,2.6351,17.00466278502689,67.63136607385836,7.7801,209.58772835754152,2329.417463430849,2.1416,7.9122,15.5085,80.8487,0.0,0.6931,2.8491
Saudi Arabia,1994,0.655,Coastal,4463310383.0,3949873.0,14361217.0,8.1534,0.0,306.0536,0.0,0.0,18.0,6617.3103,0.0,0.0,5183.5171,2067.6111,1361.408,120.4392,7213.5002,0.3885,1582.7766,18560.4363,56.803,1361.9636,154.0866,0.0,0.0,
Senegal,1994,0.634,Coastal,76225840.0,5152971.0,3359202.0,2608.3958,505.0072,75.6638,152.3626,0.0,21.0,107.1937,259.6927,4626.6,76.4506,62.8216,22.7666,0.9642,1598.2683,41.3589,0.3909,345.0248,58.0513,1888.1057,214.2477,0.0,208.9995,123.96
Seychelles,1994,0.507,Coastal,2986160.0,38104.0,37387.0,0.0,0.0,,921.6641089401876,0.0,1.0,4.7228,0.0,0.0,1.9781,1.2081,17.00466278502689,67.63136607385836,62.9756,209.58772835754152,779.5667924028238,1.3202,1.7798,3.0956,3.0382,0.0,0.0,7.0463
Sierra Leone,1994,0.465,Coastal,20393824.0,2818979.0,1464642.0,491.8396,67.1241,52.5032,602.286,0.0,11.481084565896976,11.2774,-19.8413,3365.2117,2.7778,0.6599,1.8709,67.63136607385836,558.9589,209.58772835754152,356.4910168671663,20.657,13.0327,290.9555,47.4512,0.0,64.2016,14.8743
Singapore,1994,0.669,Coastal,876139809.0,0.0,3385350.0,0.0,0.0098,,757.7566431689069,0.0,94.93230499217294,573.7376,-49.9055,0.0,1233.5717,228.5606,22.731,33.0382,249.7671,183.175973434985,380.435112584512,3237.3357,3.2119,4.5675,2.2894,0.0,0.0098,
Solomon Islands,1994,0.043,Coastal,3195008.0,298720.0,50505.0,0.0016,0.0053,0.1592,3.7822,0.4596,11.481084565896976,13.9939,3682.7816,229.0904,1.8204,7.3046,17.00466278502689,67.63136607385836,16.7373,209.58772835754152,5640.299993250523,7.8242,2.6914,7.3388,25.9609,0.0,0.0053,11.1955
Somalia,1994,0.499,Coastal,17578897.0,5227852.0,2356102.0,16.8232,0.1884,57.5404,4.312,0.0,11.606164948241496,26.4025,0.0,17352.1517,0.8688,0.0079,5.3212,67.63136607385836,773.5417,421.1347437676313,2596.513797549764,34.1307,120.7667,5383.5517,765.0651,0.0,0.0,18.7615
South Africa,1994,0.208,Coastal,9907628496.0,18959144.0,22259757.0,2431.3837,479.3386,811.6654,10.9682,396.4039,646.0,3556.658,-651.8633,6626.62,4973.1909,3444.9624,4339.8,1919.9443,7940.4046,578.5035,4211.636255967494,14264.6096,290.0435,7954.7085,885.3551,0.0,6.9192,3898.1096
Spain,1994,1.044,Coastal,7211814318.0,9633307.0,30131255.0,38.7762,55.3751,1009.3198,941.2704,334.266,605.0,5855.7826,-43068.9652,0.0,2893.2839,2848.8583,1686.6123,2766.2223,16282.4063,6773.7461,834.8408,29068.8071,2462.7693,3121.4712,7560.3592,0.0,0.0,5638.9625
Sri Lanka,1994,0.305,Coastal,141479847.0,14755018.0,3343330.0,17.7821,7.5926,198.7074,2678.0337,1303.1744,26.0,357.1791,-7.9435,3184.8921,111.0101,95.7196,0.0008,0.1255,2962.739,131.56912352369383,356.4910168671663,430.4443,100.3206,376.2324,295.2952,0.0,6.1449,42.0581
Suriname,1994,0.305,Coastal,59031875.0,148584.0,288453.0,10.5394,9.3702,14.4812,470.4784,299.2221,4.0,6.8023,-89.0096,2934.2214,41.4929,15.335,1.8776,67.63136607385836,73.6103,209.58772835754152,3348.741372497252,350.4667,9.4269,44.9486,10.4705,0.0,9.3702,842.0436
Sweden,1994,0.195,Coastal,3664195763.0,1436696.0,7361538.0,0.3601,2.1539,261.1646,926.3422784724488,6873.3294,123.17604557031622,1486.7173,-36230.909,34605.4757,171.8565,493.983,33.9375,368.2387,1974.3752,967.8107,583.2095625662666,6298.55,513.4943,379.5023,1318.1661,0.0,0.0,1408.8056
Switzerland,1994,1.859,Landlocked,1925621270.0,1830262.0,5131001.0,0.0231,0.2242,72.1889,558.22502907781,927.9044,209.0,1679.1411,-2299.3872,457.4607,254.0809,753.9221,18.6368,314.249,1193.8152,813.5093,489.1419310958517,3921.6856,501.7602,375.3822,1285.2913,0.0,0.0,443.9476
Thailand,1994,0.438,Coastal,1415786860.0,41169433.0,17732233.0,329.3837,2672.6999,1973.1879,40192.9423,1093.8787,387.0,4377.7552,-8642.8357,19078.29,5480.8376,2103.3195,60.6913,1041.2424,16639.6952,5719.0739,557.6892,18498.1666,1280.6361,3063.2573,3983.45,150.4154,2168.8799,5301.2434
Togo,1994,0.454,Coastal,19636562.0,2903101.0,1260541.0,690.5057,50.0152,50.9755,16.5346,0.0,5.0,39.2485,-195.0887,2859.939,7.9853,39.6574,0.0938,21.191,881.7113,0.9591,2281.9226291630343,338.0121,42.4479,246.4272,82.9957,0.0,47.608,
Tonga,1994,0.301,Coastal,1406976.0,73952.0,21881.0,0.0,0.0,,921.6641089401876,0.0,0.0,7.0306,0.0,0.0,0.4339,35.40695887651221,0.5206,67.63136607385836,3.6868,209.58772835754152,1186.92864182882,1.0777,3.991,8.3489,40.3465,0.0,0.0,9.2583
Trinidad and Tobago,1994,0.354,Coastal,639211554.0,564425.0,685893.0,0.6418,1.8763,1.3652,16.5816,0.0,1.0,143.9791,-25.1638,107.0783,212.7982,120.6389,121.4348326788838,56.9197,728.3578,386.49242327170447,10409.2301,5045.5237,22.1672,41.4885,19.7738,0.0,1.8763,33.1293
Tunisia,1994,1.328,Coastal,287169457.0,3486058.0,5470538.0,3.4763,2.1205,57.7319,257.8020208781664,0.0,13.0,336.9707,-922.8176,4.6311,1036.3117,344.5096,200.8198,114.6497,2511.387,176.1229,385.7303,2468.1013,47.2027,1113.4899,111.2834,0.0,0.0,957.816
Turkmenistan,1994,0.289,Landlocked,1052419371.0,2274264.0,1840835.0,76.1773,0.2753,74.3877,227.7128,0.0,260.0,271.8441,0.0,0.0,221.6196,1397.9233,1328.4849,2.4493,295.2522,191.37397880088392,460.9880875477709,963.6378,214.0324,618.6885,399.679,0.0,0.0,
Turks and Caicos Islands,1994,,Landlocked,175872.0,3082.0,11515.0,0.0082,0.0315,,3181.47826732798,0.0,11.481084565896976,4.0292,0.0,0.0,1.4606,0.6006,17.00466278502689,67.63136607385836,0.5508,451.19629118273247,1664.2573914805905,0.0,,2294.30791696942,,0.0,0.0315,1.2479
Tuvalu,1994,,Coastal,40304.0,5187.0,4003.0,0.0,0.0,,2005.8628211661205,0.0,11.481084565896976,0.2449,-0.2348,0.0,0.0719,0.1551,17.00466278502689,67.63136607385836,0.8843,209.58772835754152,860.0921649175077,0.061,0.5384,0.0037,5.4911,0.0,0.0,0.2939
Uganda,1994,0.269,Landlocked,30225166.0,17422205.0,2485429.0,1591.0273,205.2544,163.1367,107.8,5848.9933,1.0,60.4548,-2016.667,10471.952,0.4637,77.5285,0.0012,67.63136607385836,4413.2427,252.2141899664796,380.6732182745384,77.858,184.4863,2766.5061,403.6328,0.0,182.3728,46.9865
Ukraine,1994,1.165,Coastal,22953728591.0,16924161.0,34225376.0,60.5289,89.0452,2326.7905,172.48,20596.7729,1931.0,2910.3633,-59750.9587,0.0,20435.5932,1085.868,9313.9543,1250.7961,8616.1427,3198.1261,2024.8699,26103.7004,5780.1813,3060.7718,10677.068,0.0,0.0,13780.7576
United Arab Emirates,1994,0.381,Coastal,1077700387.0,501442.0,1827244.0,0.0014,0.0,0.2638,246.40727646443952,0.0,109.73646157385684,1351.7629,,,1175.8414,1226.8053,420.4973,137.4746,1411.2201,1.531,242.9976,3410.7055,7.4613,193.933,29.7476,0.0,0.0,
Uruguay,1994,0.45,Coastal,208941753.0,312311.0,2889296.0,10.7642,5.4739,98.0915,1052.128,183.6906,6.0,224.636,-13373.492,0.0,144.8862,27.8908,0.4373,67.63136607385836,966.6664,252.2141899664796,0.1774,368.5367,203.9532,5752.9863,466.0434,0.0,0.0,603.675
Vanuatu,1994,-0.074,Coastal,1949248.0,131584.0,32624.000000000004,0.0171,0.7237,0.058,246.40727646443952,0.0,4.0,3.0162,,,1.4106,3.9997,0.628,80.60773166615128,7.5008,252.2141899664796,2240.3929649246866,3.1851,6.3095,86.0948,53.2907,0.0,0.7237,4.301
Zambia,1994,0.362,Landlocked,157368158.0,5553666.0,3342443.0,14834.8583,18296.5357,69.3239,14.0669,14437.6868,13.0,95.0038,0.0,3622.96,5.2842,14.8199,1.7799,38.6729,1550.3454,150.57393342476297,2518.8536228321364,715.8089,53.0495,1169.5527,146.4962,0.0,16689.0053,37.692
Zimbabwe,1994,-0.085,Landlocked,488191910.0,7633502.0,3483446.0,2043.3344,185.0667,166.5389,0.3979,0.0,14.0,211.0157,-269.3677,10670.887,184.0329,336.3131,974.5654,41.9383,854.1291,134.72547558468258,728.1318662573628,1034.416,72.2905,2108.894,205.1753,0.0,0.0,1328.5944
Albania,1995,-0.172,Coastal,185435040.0,1897862.0,1208874.0,5.5561,7.0253,41.8325,0.0,110.5705,3.0,72.6921,72.8581,0.0,11.5553,4.2759,2.1529,7.335,447.8827,0.6125,2903.861148947865,278.2638,267.2151,546.7428,639.6531,0.0,0.0,159.2865
Algeria,1995,0.595,Coastal,1649081083.0,12718634.0,16185664.0,55.6487,89.0459,198.3894,4.6334,0.0,124.0,1253.5507,-111.1403,684.9333,8354.6361,142.2,79.269,74.6503,7010.9505,499.74210131703165,130.1397,4636.7822,101.9226,2468.067,237.4766,0.0,0.0,75.4351
Angola,1995,0.753,Coastal,146453202.0,7966516.0,6302478.0,25197.622,15300.4301,40.0652,101.92,344.9741,7.0,126.865,0.0,9847.2211,115.3554,47.9613,24.28511731117528,67.63136607385836,1575.3712,209.58772835754152,356.4910168671663,196.3333,92.044,1368.4826,225.3746,0.0,14989.1408,7.0463
Anguilla,1995,0.651,Landlocked,355408.0,0.0,9802.0,0.0,0.0,,2409.5339274216653,0.0,11.481084565896976,2.6687,,,6.7306,1.5655,0.946,74.01813278081946,65.0723473790681,483.1260997993477,2791.6842277879755,0.0,,6328.357702945321,,0.0,0.0,1.9096
Antigua and Barbuda,1995,0.677,Coastal,11658848.0,48617.0,25002.0,0.0,0.0,0.0023,246.40727646443952,0.0,0.0,12.9618,,,7.3969,5.3623,3.2781,172.1797793227163,31.8719,252.2141899664796,1807.613681193928,3.0386,1.9124,8.5982,1.5042,0.0,0.0,8.3905
Argentina,1995,0.259,Coastal,4277955860.0,4141986.0,30852828.0,2779.692,1097.1782,2404.9082,1443.4616,5138.3121,872.0,4168.8696,-40102.7293,81523.288,3128.9388,866.0811,144.7782,279.8729,9776.6702,2128.3117,1102.449,5370.5349,1019.3587,23138.201,2200.7462,0.0,541.3267,9032.7462
Australia,1995,0.413,Coastal,9008476348.0,2729864.0,15346879.0,54273.0251,4240.9972,1861.9414,1139.544,2845.3084,1202.0,7027.0519,-10689.5925,58561.2819,8574.5769,2521.5788,2154.5788,7410.0964,4308.5034,7786.247,272.2127,14827.0368,810.8932,28966.0351,6303.4347,0.0,144.6461,4513.0805
Austria,1995,0.939,Landlocked,3764910389.0,3068534.0,4921587.0,0.0557,0.4648,240.5997,926.3422784724488,269.1069,66.0,1171.6891,-15381.5567,1810.7327,1173.0972,614.0959,244.9764,504.0754,1396.8852,1275.8239,1573.724164864766,12968.7746,695.7831,458.7323,1823.1587,0.0,0.0,1223.6504
Bangladesh,1995,0.173,Coastal,294658182.0,92955417.0,25751454.0,21.0797,123.4557,2132.2768,27697.5714,18098.9868,12.0,298.8557,0.0,0.0304,334.5947,609.9792,316.8346,14.9223,14533.3785,1923.510501559368,708.2364,3199.5556,1011.4383,5412.2622,2319.5978,0.0,123.4557,1292.6268
Barbados,1995,0.463,Coastal,23225806.0,170723.0,94236.0,0.0135,0.0,0.0504,246.40727646443952,0.0,27.0,29.6235,0.0234,0.0,90.4859,22.2648,24.28511731117528,80.60773166615128,159.9207,209.58772835754152,658.5406035363438,46.1008,7.4775,18.8279,7.8062,0.0,0.0,9.8199
Belize,1995,0.759,Coastal,7078848.0,110879.0,96084.0,13.4721,92.238,2.8578,3.8667,148.1207,27.0,23.2268,-4.961,6351.884,25.1215,2.364,0.3488,67.63136607385836,200.9208,209.58772835754152,5704.019786955437,2.1206,4.1488,20.5825,5.2988,0.0,92.238,42.2164
Benin,1995,0.406,Coastal,15509157.0,3734785.0,2170773.0,1035.3695,595.2731,52.5829,8.1058,0.0,11.701574813177094,68.3043,-64.262,15058.7287,13.9596,65.0272,1.1575,3.0842,490.1544,5.7828,2596.513797549764,114.0172,66.2656,629.9684,141.65,0.0,143.8317,1.3909
Bhutan,1995,0.518,Landlocked,1737563.0,409136.0,105741.0,1.4486,23.4914,10.937,96.6672,0.0,1.0,1.7572,-6609.6322,0.0,4.7623,2.9856,0.1099,67.63136607385836,75.6281,252.2141899664796,4033.5122384079095,129.4107,14.1074,71.3874,42.5608,0.0,6.9061,3.5099
Bosnia and Herzegovina,1995,0.286,Landlocked,520426666.0,2274813.0,1568899.0,7.6746,15.6428,44.3884,248.06149701135485,118.8237,39.0,116.8118,3203.3578,0.0,62.1621,17.4986,3.4543,1.3672,438.3674,131.56912352369383,56.2347,337.0525,143.5495,138.2433,367.1055,0.0,0.0,11.8187
Botswana,1995,1.141,Landlocked,32235872.0,800543.0,768551.0,5360.7915,44.1559,8.2559,246.40727646443952,513.4005,1.0,98.739,0.0,40513.8067,82.7826,116.4694,135.7152,0.051,117.8248,3.6684,582.6726584292702,44.474,25.2824,1334.2312,108.6298,0.0,0.0,51.5873
